# Gene expression in TPM - median across runs per condition for study SRP063061
	48h	5 days	Upon arrival	Upon dissection
WBGene00233175	159.1	156.0	200.0	165.9
WBGene00233176	11.3	9.0	12.7	15.1
WBGene00233179	6.3	13.5	8.5	14.6
WBGene00233180	49.6	37.8	53.1	78.8
WBGene00233181	1008.2	1029.9	835.2	914.9
WBGene00233182	52.1	54.4	35.9	45.7
WBGene00233183	20.2	9.6	12.2	23.8
WBGene00233184	0.0	0.0	0.0	0.0
WBGene00233185	0.0	0.0	0.0	0.0
WBGene00233186	40.0	44.6	60.5	71.7
WBGene00233188	32.9	26.4	34.6	69.1
WBGene00233189	2.2	0.0	0.0	0.0
WBGene00233190	467.4	471.6	445.1	384.9
WBGene00233191	6.4	13.3	7.6	3.5
WBGene00233196	2.9	2.1	5.6	3.8
WBGene00233197	97.5	106.7	94.5	94.1
WBGene00233198	7.1	4.5	4.3	6.9
WBGene00233199	7.4	12.0	11.0	10.5
WBGene00233200	29.5	22.4	28.9	35.0
WBGene00233203	123.1	123.0	121.7	108.0
WBGene00233204	34.6	43.8	68.3	84.6
WBGene00233207	117.8	45.7	76.6	83.5
WBGene00233208	46.8	48.6	57.5	72.1
WBGene00233209	0.0	0.0	0.0	0.0
WBGene00233211	25.5	15.4	18.2	42.0
WBGene00233212	418.3	453.9	498.3	410.5
WBGene00233214	155.3	144.1	149.6	159.0
WBGene00233216	38.8	19.2	31.6	46.9
WBGene00233217	1342.5	1861.1	1364.8	991.8
WBGene00233218	19.3	17.3	18.6	24.5
WBGene00233219	1.6	1.9	3.3	2.3
WBGene00233227	144.8	115.0	149.6	209.1
WBGene00233228	233.8	186.4	197.1	201.6
WBGene00233229	11.6	12.0	16.8	7.2
WBGene00233230	32.0	46.9	43.2	55.3
WBGene00233231	3.4	2.3	1.2	1.2
WBGene00233232	3.7	13.2	15.6	16.0
WBGene00233233	6.2	9.6	8.8	8.2
WBGene00233234	312.4	196.8	224.7	36.3
WBGene00233235	15.8	8.0	13.5	25.4
WBGene00233236	0.0	0.0	0.3	2.2
WBGene00233237	0.0	0.0	0.0	0.0
WBGene00233238	0.0	0.0	0.7	1.9
WBGene00233239	0.0	0.0	0.0	0.0
WBGene00233240	0.6	0.4	1.0	0.0
WBGene00233241	5.5	6.2	7.4	6.8
WBGene00233242	159.7	174.0	121.1	142.3
WBGene00233243	25.5	20.9	28.1	21.8
WBGene00233244	8.6	5.8	4.9	4.2
WBGene00233245	0.9	0.8	0.9	0.8
WBGene00233246	0.0	0.0	0.0	0.5
WBGene00233247	29.0	27.1	37.9	34.5
WBGene00233248	34.6	31.2	41.9	36.8
WBGene00233251	69.7	52.3	42.5	42.5
WBGene00233252	4.2	2.7	4.0	7.1
WBGene00233253	0.8	0.0	1.8	3.4
WBGene00233254	4.4	6.5	3.2	4.9
WBGene00233255	27.8	13.0	24.7	36.1
WBGene00233258	26.2	16.7	22.7	30.5
WBGene00233259	66.2	51.8	73.6	63.8
WBGene00233261	1.6	0.0	0.7	5.9
WBGene00233263	0.6	1.0	0.9	1.1
WBGene00233264	0.0	0.0	0.0	0.0
WBGene00233265	8.8	5.2	7.5	7.1
WBGene00233266	4.6	4.0	7.8	10.3
WBGene00233267	19.8	20.1	13.4	13.0
WBGene00233271	5.6	4.0	4.1	4.4
WBGene00233272	4.6	2.0	3.3	6.3
WBGene00233273	23.3	24.2	27.3	27.5
WBGene00233276	39.7	27.3	25.0	35.7
WBGene00233277	0.0	0.0	0.0	0.0
WBGene00233278	5.1	3.5	6.5	2.3
WBGene00233279	9.4	12.0	13.0	8.6
WBGene00233280	8.4	5.6	7.7	9.1
WBGene00233289	5.3	3.8	5.5	7.5
WBGene00233292	15.4	12.7	23.4	24.8
WBGene00233296	41.6	44.7	56.1	54.0
WBGene00233297	16.0	14.5	17.7	0.0
WBGene00233298	3.2	2.7	3.0	5.9
WBGene00233304	17.5	13.3	5.1	13.1
WBGene00233309	24.8	30.5	17.9	38.9
WBGene00233310	0.0	5.6	6.3	6.4
WBGene00233314	0.0	0.0	0.0	0.0
WBGene00233318	19.8	13.5	30.2	16.4
WBGene00233319	0.0	0.0	0.0	0.0
WBGene00233322	0.0	3.7	14.1	10.9
WBGene00233323	6.5	8.9	3.3	1.4
WBGene00233324	2.6	14.8	3.4	8.6
WBGene00233326	0.0	0.0	0.0	0.0
WBGene00233327	0.0	3.8	0.0	5.2
WBGene00233331	0.0	0.0	0.0	0.0
WBGene00233334	2.2	2.7	0.4	2.4
WBGene00233335	15.1	15.6	14.1	16.1
WBGene00233336	2.0	4.9	11.2	6.5
WBGene00233340	18.2	7.0	9.9	5.3
WBGene00233343	9.1	11.0	7.4	7.7
WBGene00233347	25.6	32.5	9.0	18.0
WBGene00233354	0.0	0.0	0.0	0.0
WBGene00233358	1.5	2.8	0.5	1.0
WBGene00233360	8.9	6.0	12.7	18.4
WBGene00233368	4.4	4.9	4.1	3.5
WBGene00233369	18.7	24.6	41.8	18.9
WBGene00233370	21.7	18.2	6.2	11.1
WBGene00233371	25.1	19.4	11.0	13.2
WBGene00233375	42.5	43.2	41.2	32.9
WBGene00233378	0.0	0.0	0.0	0.0
WBGene00233387	5.1	1.2	0.0	0.0
WBGene00233394	0.0	0.0	1.1	4.8
WBGene00233398	27.6	30.3	25.2	28.2
WBGene00233412	439.3	451.7	366.1	474.9
WBGene00233414	3.4	5.9	4.4	8.7
WBGene00233415	26.8	21.2	18.4	0.0
WBGene00233418	0.0	0.0	0.0	0.0
WBGene00233423	42.7	22.0	32.4	46.4
WBGene00233424	149.6	155.1	195.2	124.0
WBGene00233429	0.0	0.0	0.0	0.0
WBGene00233432	15.1	10.9	16.0	7.3
WBGene00233433	0.0	6.2	9.1	0.0
WBGene00233434	4.2	0.0	0.0	3.1
WBGene00233440	26.5	18.5	62.4	25.5
WBGene00233441	0.0	0.0	1.2	0.0
WBGene00233449	4.8	8.9	4.2	1.3
WBGene00233457	11.4	2.0	1.4	0.0
WBGene00233461	0.0	0.0	0.0	0.0
WBGene00233468	0.9	1.0	1.5	1.3
WBGene00233471	85.9	99.8	94.9	67.1
WBGene00233484	42.9	36.2	50.3	38.9
WBGene00233487	21.0	24.1	16.1	9.8
WBGene00233489	184.0	200.2	181.2	200.7
WBGene00233497	15.5	14.2	18.2	13.1
WBGene00233499	2.0	1.1	0.0	1.9
WBGene00233503	1.8	5.2	5.2	3.8
WBGene00233504	16.1	5.1	1.7	10.9
WBGene00233508	0.0	0.4	0.0	0.0
WBGene00233512	16.3	12.7	14.2	19.8
WBGene00233518	0.0	3.7	1.9	1.8
WBGene00233519	40.7	41.0	38.3	37.9
WBGene00233521	50.3	55.9	24.1	14.0
WBGene00233524	4.0	3.9	3.8	0.0
WBGene00233526	12.5	6.6	20.5	16.6
WBGene00233527	3.3	0.0	3.7	0.0
WBGene00233542	5.2	0.0	6.7	0.0
WBGene00233550	46.0	59.8	64.0	58.0
WBGene00233554	9.1	3.9	6.7	6.6
WBGene00233557	12.4	8.3	19.8	3.8
WBGene00233558	0.0	0.0	0.0	0.0
WBGene00233561	4.2	0.0	0.0	0.0
WBGene00233563	29.8	34.4	35.5	21.7
WBGene00233565	6.0	5.6	5.7	1.5
WBGene00233566	95.3	98.4	90.7	99.7
WBGene00233573	61.0	29.3	60.5	52.5
WBGene00233578	166.5	132.1	117.2	171.6
WBGene00233587	8.2	9.5	12.5	11.3
WBGene00233589	53.3	49.4	57.5	57.5
WBGene00233591	0.0	7.6	7.1	6.1
WBGene00233593	0.0	0.0	0.0	0.0
WBGene00233595	0.0	0.0	0.0	0.0
WBGene00233596	3.2	4.5	2.9	8.4
WBGene00233597	0.0	0.0	0.0	0.0
WBGene00233599	0.6	0.7	0.3	0.0
WBGene00233601	8.5	4.8	16.9	13.4
WBGene00233602	2.3	2.1	1.8	1.9
WBGene00233606	30.1	39.4	38.1	27.9
WBGene00233607	0.0	9.2	8.6	0.0
WBGene00233608	0.0	0.0	0.0	0.0
WBGene00233609	0.0	2.2	0.0	0.0
WBGene00233610	5.7	2.6	7.5	3.9
WBGene00233611	6.7	5.9	4.8	7.4
WBGene00233612	8.9	7.2	4.5	8.1
WBGene00233613	5.6	8.2	5.6	4.2
WBGene00233616	0.0	0.0	0.0	2.4
WBGene00233623	0.0	0.0	0.0	0.0
WBGene00233632	8.1	11.3	9.5	12.4
WBGene00233633	7.5	5.9	4.6	4.1
WBGene00233634	3.8	3.1	3.1	4.0
WBGene00233636	1.4	1.2	0.0	0.6
WBGene00233639	0.0	0.0	0.0	0.0
WBGene00233640	1.5	0.0	2.4	0.0
WBGene00233641	12.2	15.9	0.9	2.8
WBGene00233643	9.9	5.1	8.6	7.2
WBGene00233646	6.4	14.9	13.0	3.7
WBGene00233649	203.3	308.1	186.9	76.3
WBGene00233650	4.4	1.9	2.6	3.3
WBGene00233651	4.5	3.6	3.1	4.9
WBGene00233652	9.2	12.7	2.5	6.3
WBGene00233653	0.0	0.0	0.0	0.0
WBGene00233654	112.8	115.5	114.4	119.2
WBGene00233658	7.7	0.0	5.9	7.8
WBGene00233661	8.1	11.1	5.0	13.8
WBGene00233665	0.0	4.0	0.0	0.0
WBGene00233668	3.9	2.6	2.6	2.5
WBGene00233669	30.2	19.5	17.4	10.4
WBGene00233673	2.7	2.0	6.1	6.9
WBGene00233677	38.9	22.8	65.7	42.3
WBGene00233678	3.3	0.0	2.1	3.9
WBGene00233681	0.0	0.0	0.0	0.0
WBGene00233684	25.1	19.3	26.5	14.8
WBGene00233686	8.7	9.6	13.5	8.1
WBGene00233688	1.4	2.1	0.0	1.2
WBGene00233689	7.6	12.3	8.1	1.4
WBGene00233690	0.0	0.0	10.4	4.8
WBGene00233691	0.0	0.0	0.0	0.0
WBGene00233692	5.4	1.0	0.7	1.3
WBGene00233693	15.3	11.8	25.0	16.1
WBGene00233694	7.2	0.0	10.2	9.6
WBGene00233695	7.3	2.6	26.6	9.2
WBGene00233706	37.1	139.2	16.8	21.3
WBGene00233708	0.0	0.0	0.0	0.0
WBGene00233709	0.0	0.0	0.0	0.0
WBGene00233710	2.7	0.8	3.1	2.1
WBGene00233716	3.5	4.9	6.1	5.1
WBGene00233723	0.0	2.5	5.4	3.5
WBGene00233724	12.2	12.2	14.8	0.0
WBGene00233725	30.6	7.9	15.5	19.0
WBGene00233726	2.7	1.2	4.2	1.3
WBGene00233732	6.9	6.7	2.6	0.0
WBGene00233733	8.3	19.2	8.8	5.6
WBGene00233734	6.4	8.2	6.9	8.0
WBGene00233737	4.5	10.9	18.1	9.8
WBGene00233739	0.0	0.8	0.8	0.0
WBGene00233740	0.0	1.5	13.8	3.4
WBGene00233742	21.5	13.9	19.8	0.0
WBGene00233749	1.6	0.0	0.8	0.0
WBGene00233751	0.0	0.0	0.7	0.0
WBGene00233752	3.9	3.8	8.3	3.1
WBGene00233757	0.0	0.0	0.0	0.0
WBGene00233758	26.6	27.2	22.9	33.1
WBGene00233759	0.0	0.0	0.0	0.0
WBGene00233761	111.9	184.1	104.2	101.0
WBGene00233767	12.1	10.0	15.1	16.9
WBGene00233771	195.2	133.5	171.6	225.6
WBGene00233783	4.6	4.5	6.2	6.9
WBGene00233788	33.7	14.0	23.3	15.8
WBGene00233792	155.4	149.6	153.0	155.4
WBGene00233793	0.0	0.0	0.6	0.0
WBGene00233795	0.4	0.0	0.0	0.0
WBGene00233798	0.0	0.0	0.0	0.0
WBGene00233800	1.9	1.8	1.6	2.5
WBGene00233802	0.0	0.0	1.0	0.0
WBGene00233805	27.7	27.6	44.7	32.2
WBGene00233809	0.0	0.0	0.0	0.0
WBGene00233810	131.8	217.7	114.9	213.7
WBGene00233821	27.6	22.6	27.2	29.1
WBGene00233825	0.8	1.9	1.0	2.5
WBGene00233831	13.7	13.3	7.5	13.0
WBGene00233834	25.1	18.3	21.1	23.0
WBGene00233838	12.5	8.7	10.1	8.6
WBGene00233839	1.1	0.0	2.6	1.5
WBGene00233840	13.6	9.0	14.5	14.7
WBGene00233841	9.2	6.1	3.4	4.4
WBGene00233845	12.9	6.7	13.5	16.3
WBGene00233846	19.2	20.6	10.2	16.2
WBGene00233847	6.4	5.4	4.6	6.7
WBGene00233848	0.0	1.3	2.1	0.0
WBGene00233852	11.0	12.7	12.7	5.4
WBGene00233853	13.4	8.6	7.6	10.7
WBGene00233855	29.1	52.4	50.6	50.2
WBGene00233857	1.2	8.0	0.0	0.0
WBGene00233858	20.6	12.9	18.6	16.0
WBGene00233859	3.3	4.1	3.2	0.0
WBGene00233863	7.0	3.3	5.1	10.0
WBGene00233865	99.9	90.1	110.1	124.4
WBGene00233867	10.5	11.1	13.8	5.6
WBGene00233869	14.1	7.6	5.1	11.1
WBGene00233871	7.0	6.3	4.9	5.6
WBGene00233874	12.6	7.3	3.1	6.1
WBGene00233878	0.0	0.2	0.0	0.0
WBGene00233879	0.0	0.0	0.0	0.0
WBGene00233880	2.0	1.6	0.7	1.2
WBGene00233881	10.2	10.6	4.5	7.2
WBGene00233883	3.1	3.3	3.6	1.8
WBGene00233890	22.5	15.0	17.1	31.8
WBGene00233893	0.0	24.9	13.1	3.7
WBGene00233899	15.4	10.1	12.4	10.7
WBGene00233900	0.0	0.0	0.0	0.0
WBGene00233903	4.4	1.5	5.3	4.0
WBGene00233905	14.8	5.7	6.2	2.5
WBGene00233908	13.1	0.0	0.0	0.0
WBGene00233911	1860.3	1866.3	2003.3	1733.4
WBGene00233912	1346.1	1248.3	1209.0	1026.0
WBGene00233913	17.5	6.9	11.6	20.6
WBGene00233914	1332.1	1513.2	884.6	1496.4
WBGene00233915	64.6	61.2	86.9	67.3
WBGene00233916	67.3	53.7	45.6	66.4
WBGene00233917	50.7	51.5	51.3	59.5
WBGene00233918	1005.5	955.0	947.9	1058.0
WBGene00233919	303.9	311.7	302.3	235.5
WBGene00233920	0.0	0.0	0.0	0.0
WBGene00233921	239.2	197.2	224.5	250.8
WBGene00233922	352.5	346.5	223.7	387.5
WBGene00233923	162.9	137.1	178.3	216.1
WBGene00233924	327.3	204.5	222.1	378.1
WBGene00233925	154.6	122.4	188.2	152.9
WBGene00233926	53.7	42.7	56.5	52.6
WBGene00233927	479.9	365.3	443.4	343.9
WBGene00233928	270.3	297.4	241.0	257.5
WBGene00233929	797.2	742.1	733.4	681.7
WBGene00233930	181.4	172.9	198.4	146.7
WBGene00233931	119.3	112.2	93.3	91.1
WBGene00233932	234.8	259.0	286.4	215.2
WBGene00233933	164.0	170.9	155.4	130.8
WBGene00233934	308.5	319.6	231.9	250.2
WBGene00233935	27.0	14.6	29.9	40.5
WBGene00233936	333.4	312.3	364.1	368.0
WBGene00233937	213.6	178.3	187.1	228.6
WBGene00233938	239.7	193.2	166.7	159.7
WBGene00233939	57.1	55.0	53.9	72.1
WBGene00233940	366.0	344.6	426.5	423.1
WBGene00233941	49.6	43.7	70.1	69.3
WBGene00233942	274.1	239.2	302.3	267.2
WBGene00233943	176.6	128.2	158.3	159.3
WBGene00233944	119.3	115.9	164.5	109.9
WBGene00233945	16.8	10.4	15.7	20.3
WBGene00233946	117.6	96.4	117.4	117.8
WBGene00233947	41.6	35.8	42.2	40.9
WBGene00233948	125.1	158.3	163.6	164.5
WBGene00233949	615.5	469.8	670.5	664.4
WBGene00233950	100.4	77.0	106.3	125.2
WBGene00233951	116.4	75.2	129.5	126.9
WBGene00233952	24.1	21.0	28.6	27.5
WBGene00233953	58.3	56.4	60.5	67.3
WBGene00233954	84.2	40.4	76.3	77.0
WBGene00233955	42.2	36.1	49.6	45.5
WBGene00233956	56.5	51.8	66.9	58.7
WBGene00233957	408.8	439.1	325.5	341.0
WBGene00233958	166.1	163.5	171.9	165.3
WBGene00233959	290.3	284.6	361.6	298.4
WBGene00233961	0.0	0.0	0.0	0.0
WBGene00233963	37.7	24.7	33.0	38.4
WBGene00233964	212.8	152.9	208.6	239.9
WBGene00233965	176.5	156.3	179.6	191.6
WBGene00233966	163.9	103.4	133.8	172.1
WBGene00233967	148.7	116.2	95.5	130.3
WBGene00233968	202.4	149.0	184.3	188.0
WBGene00233969	231.1	201.0	289.8	256.5
WBGene00233970	154.4	145.8	163.3	174.8
WBGene00233971	34.2	33.0	49.6	34.0
WBGene00233972	12.8	13.7	19.5	24.9
WBGene00233973	39.5	33.0	28.2	33.0
WBGene00233974	273.3	260.8	274.4	264.0
WBGene00233975	74.1	70.5	70.4	57.2
WBGene00233976	61.0	46.3	56.3	66.4
WBGene00233977	56.0	32.1	40.0	58.5
WBGene00233978	574.3	717.7	696.8	543.8
WBGene00233979	549.6	537.4	573.1	578.7
WBGene00233980	1013.3	1170.0	1106.7	1028.7
WBGene00233981	528.1	673.6	685.0	556.2
WBGene00233982	2117.3	2172.1	2046.2	1928.7
WBGene00233983	344.4	329.5	313.6	340.7
WBGene00233984	229.4	253.3	265.7	272.0
WBGene00233985	110.8	128.6	124.6	86.8
WBGene00233986	177.6	194.0	189.4	199.4
WBGene00233987	37.3	27.8	44.6	44.5
WBGene00233988	330.4	324.4	366.9	322.7
WBGene00233989	47.4	30.4	44.8	61.9
WBGene00233990	96.6	84.3	117.7	112.7
WBGene00233991	17.0	14.1	13.1	12.9
WBGene00233992	143.6	123.3	179.8	163.0
WBGene00233993	35.1	30.7	37.3	41.4
WBGene00233994	227.6	238.2	316.6	259.0
WBGene00233995	34.6	16.7	24.6	32.7
WBGene00233996	44.8	43.3	56.0	68.9
WBGene00233997	175.6	172.4	149.9	194.6
WBGene00233999	44.5	41.1	53.8	48.3
WBGene00234000	76.8	86.3	90.5	82.8
WBGene00234001	655.9	736.9	795.9	595.2
WBGene00234002	109.7	72.0	90.4	96.5
WBGene00234003	122.1	96.4	102.6	122.5
WBGene00234004	34.9	33.9	41.0	41.2
WBGene00234005	48.8	40.3	28.8	38.3
WBGene00234006	17.4	19.6	12.8	13.9
WBGene00234007	55.6	59.9	50.1	71.1
WBGene00234009	44.3	37.8	40.8	46.4
WBGene00234010	27.1	30.4	35.2	40.2
WBGene00234011	311.1	246.1	287.7	345.6
WBGene00234012	99.3	87.6	110.8	85.9
WBGene00234013	39.8	41.6	108.8	111.3
WBGene00234014	119.7	82.5	91.9	99.8
WBGene00234015	111.7	82.3	104.3	96.1
WBGene00234017	163.6	178.9	186.6	218.8
WBGene00234018	236.2	307.6	294.8	337.1
WBGene00234019	68.3	52.4	66.7	88.4
WBGene00234020	21.9	21.4	32.8	31.0
WBGene00234021	155.0	105.6	107.6	113.9
WBGene00234022	38.9	44.0	37.2	26.5
WBGene00234023	471.7	481.4	486.0	434.6
WBGene00234024	47.8	32.5	61.7	62.4
WBGene00234026	51.2	44.4	58.6	65.2
WBGene00234027	54.9	44.7	53.8	53.1
WBGene00234028	5.1	3.1	3.1	4.5
WBGene00234029	2891.7	3259.1	3173.2	2650.3
WBGene00234030	98.8	94.1	264.1	94.2
WBGene00234031	79.6	60.3	67.7	66.7
WBGene00234032	863.8	884.4	799.9	780.8
WBGene00234033	114.8	107.4	95.2	110.7
WBGene00234034	29.1	28.9	32.0	31.1
WBGene00234035	829.2	649.9	706.2	805.8
WBGene00234036	46.0	46.2	41.0	48.1
WBGene00234037	70.4	61.2	39.2	45.3
WBGene00234038	102.4	100.0	84.2	121.7
WBGene00234039	77.0	57.9	63.3	62.2
WBGene00234040	1082.5	1410.9	1054.6	1105.1
WBGene00234041	353.2	418.7	357.9	319.3
WBGene00234042	404.0	455.9	342.9	353.2
WBGene00234043	178.1	194.6	213.9	193.9
WBGene00234044	1575.2	1694.1	1353.4	1491.5
WBGene00234045	62.8	47.8	66.5	70.8
WBGene00234046	207.6	176.5	218.5	227.3
WBGene00234047	33.8	17.5	28.6	53.8
WBGene00234048	109.9	96.1	91.9	96.5
WBGene00234049	81.0	79.7	70.4	53.8
WBGene00234050	58.8	56.0	76.4	71.7
WBGene00234051	125.6	95.2	91.9	122.6
WBGene00234052	36.7	30.0	34.0	55.2
WBGene00234053	16.7	13.3	19.2	33.5
WBGene00234054	30.6	17.6	29.6	39.9
WBGene00234055	105.6	109.8	108.7	103.7
WBGene00234056	24.0	11.0	19.0	41.2
WBGene00234057	30.5	22.8	38.1	44.0
WBGene00234058	41.4	25.3	32.3	56.6
WBGene00234059	39.5	35.5	38.4	39.5
WBGene00234060	92.6	99.3	93.4	97.8
WBGene00234061	11.7	4.9	8.4	21.2
WBGene00234062	96.3	76.5	94.8	91.9
WBGene00234063	24.0	15.6	13.9	16.4
WBGene00234064	36.7	29.3	41.3	53.6
WBGene00234065	38.5	27.9	42.0	48.9
WBGene00234066	44.2	35.3	59.5	46.4
WBGene00234067	28.5	29.7	32.0	38.3
WBGene00234068	44.6	39.6	54.9	55.9
WBGene00234069	167.2	161.7	210.8	169.1
WBGene00234070	63.1	35.3	79.1	107.4
WBGene00234071	71.1	64.7	82.6	77.9
WBGene00234072	43.2	48.3	51.4	69.8
WBGene00234073	36.9	23.5	36.5	48.0
WBGene00234075	52.7	34.4	56.0	62.9
WBGene00234076	41.2	29.0	37.9	49.6
WBGene00234077	19.0	9.4	13.5	19.3
WBGene00234079	19.0	11.7	13.2	21.2
WBGene00234080	9.6	7.0	9.8	8.2
WBGene00234081	100.0	102.8	94.9	85.0
WBGene00234082	0.0	0.0	0.0	0.0
WBGene00234083	83.4	85.0	112.4	89.3
WBGene00234084	31.4	40.0	46.4	45.9
WBGene00234085	82.8	76.1	113.0	101.3
WBGene00234086	56.5	48.4	50.3	59.9
WBGene00234088	147.7	161.4	122.6	125.5
WBGene00234089	161.6	142.7	175.5	174.2
WBGene00234090	66.5	57.6	71.1	89.3
WBGene00234091	51.4	39.7	44.4	49.1
WBGene00234092	68.4	71.4	64.9	74.7
WBGene00234093	68.8	57.9	105.0	79.5
WBGene00234094	137.0	94.4	150.9	127.0
WBGene00234095	28.8	38.0	35.1	33.3
WBGene00234096	177.9	193.2	219.4	237.4
WBGene00234097	92.5	98.8	106.6	99.6
WBGene00234098	306.7	367.8	442.1	404.8
WBGene00234099	112.2	86.6	118.0	117.5
WBGene00234100	221.8	190.1	176.5	247.7
WBGene00234102	139.3	165.7	221.2	152.8
WBGene00234103	36.5	32.0	33.8	34.6
WBGene00234104	45.3	45.1	31.8	43.6
WBGene00234105	89.6	78.0	68.7	85.5
WBGene00234106	25.7	30.3	43.0	38.7
WBGene00234107	211.4	215.6	145.5	180.7
WBGene00234109	278.7	281.1	266.2	263.3
WBGene00234110	19.0	15.4	14.1	12.6
WBGene00234111	40.1	33.6	31.6	35.3
WBGene00234112	139.7	122.6	139.6	134.0
WBGene00234115	91.7	66.7	105.8	96.5
WBGene00234116	286.1	342.2	318.6	273.1
WBGene00234117	109.2	52.9	79.2	90.6
WBGene00234118	89.9	62.8	108.4	113.7
WBGene00234119	163.1	134.0	138.4	161.4
WBGene00234120	17.9	10.2	12.6	18.6
WBGene00234121	143.1	129.2	157.8	144.5
WBGene00234122	145.7	127.6	135.4	119.2
WBGene00234123	53.4	40.3	42.7	46.5
WBGene00234124	113.0	95.8	107.8	91.5
WBGene00234125	11.1	10.8	8.8	12.9
WBGene00234126	34.6	26.7	34.5	40.1
WBGene00234127	75.8	49.3	51.1	63.6
WBGene00234128	53.6	38.5	47.6	43.7
WBGene00234129	90.4	70.2	77.3	89.6
WBGene00234130	98.1	64.0	85.8	74.4
WBGene00234131	122.6	95.0	108.7	137.7
WBGene00234132	70.3	54.8	65.4	64.0
WBGene00234133	132.1	97.2	127.4	114.4
WBGene00234134	95.8	80.7	72.2	97.0
WBGene00234135	418.7	587.4	633.3	610.1
WBGene00234136	92.2	96.2	99.5	90.2
WBGene00234137	167.9	171.1	120.0	142.6
WBGene00234139	52.9	44.0	60.3	56.8
WBGene00234140	997.8	993.3	623.0	783.7
WBGene00234141	850.7	827.1	785.6	787.8
WBGene00234142	66.2	52.4	44.7	60.3
WBGene00234143	533.4	495.6	645.0	633.8
WBGene00234144	63.2	48.3	40.4	44.3
WBGene00234146	182.4	116.8	136.9	160.6
WBGene00234147	268.9	227.2	226.4	253.2
WBGene00234149	1037.2	924.6	990.8	1157.2
WBGene00234150	117.3	114.0	160.7	93.6
WBGene00234151	168.1	166.7	163.2	147.7
WBGene00234152	116.7	102.9	166.2	125.5
WBGene00234153	235.9	199.4	205.2	178.1
WBGene00234154	703.5	847.9	887.5	845.8
WBGene00234155	144.9	162.7	179.0	128.5
WBGene00234156	3223.5	3247.8	4110.0	4156.8
WBGene00234157	1140.4	1365.7	1141.6	1127.4
WBGene00234158	132.8	120.9	104.0	104.0
WBGene00234159	1515.0	1497.9	1593.7	1378.3
WBGene00234160	263.4	256.1	311.9	191.0
WBGene00234161	80.0	71.6	72.8	68.2
WBGene00234162	710.7	737.9	797.6	656.0
WBGene00234163	824.6	959.9	836.3	973.9
WBGene00234164	553.1	501.4	512.3	585.4
WBGene00234165	129.4	115.0	119.0	121.6
WBGene00234166	2143.6	2309.1	2381.4	2152.7
WBGene00234167	378.7	440.2	337.7	375.9
WBGene00234168	61.6	68.2	70.6	49.6
WBGene00234169	244.3	192.9	231.9	221.6
WBGene00234170	389.7	334.4	311.8	253.5
WBGene00234171	17.7	10.4	16.4	7.0
WBGene00234172	402.9	413.3	350.4	335.6
WBGene00234173	378.3	347.4	317.9	293.2
WBGene00234174	115.5	136.7	125.0	114.0
WBGene00234175	145.6	153.8	126.6	141.7
WBGene00234176	408.5	401.6	739.7	361.5
WBGene00234177	58.6	58.3	67.5	121.0
WBGene00234178	14.1	14.4	25.2	20.1
WBGene00234179	64.7	64.3	91.1	59.5
WBGene00234180	47.7	31.1	46.6	43.5
WBGene00234181	57.7	47.0	73.9	75.5
WBGene00234182	10.0	7.8	9.9	13.2
WBGene00234183	117.4	97.0	69.9	126.9
WBGene00234184	28.6	24.2	20.7	25.6
WBGene00234185	149.0	97.9	125.3	158.5
WBGene00234186	16.8	12.3	18.3	19.6
WBGene00234187	39.4	42.6	41.3	47.4
WBGene00234189	53.9	43.4	50.3	54.2
WBGene00234190	43.4	23.7	30.8	42.1
WBGene00234191	19.7	14.6	17.4	17.0
WBGene00234192	110.0	101.5	123.1	125.2
WBGene00234193	33.5	33.3	34.4	29.2
WBGene00234194	44.2	34.6	41.7	46.4
WBGene00234196	45.2	33.1	49.2	53.4
WBGene00234197	82.8	74.3	88.5	84.7
WBGene00234198	117.0	123.9	145.6	114.5
WBGene00234199	53.7	57.1	79.5	75.4
WBGene00234200	120.5	85.2	139.2	148.4
WBGene00234201	32.6	39.0	44.8	44.6
WBGene00234202	1055.5	1046.0	1172.5	1169.1
WBGene00234203	20.1	19.0	19.6	29.8
WBGene00234204	40.8	22.4	37.1	45.1
WBGene00234205	12.8	10.2	11.5	20.3
WBGene00234206	39.2	32.4	35.8	53.9
WBGene00234207	97.3	75.9	76.1	93.3
WBGene00234208	45.9	33.5	33.9	52.2
WBGene00234209	48.1	31.2	37.0	44.3
WBGene00234210	115.5	58.8	88.3	125.1
WBGene00234211	90.9	66.0	79.1	101.9
WBGene00234212	30.1	23.6	14.4	31.9
WBGene00234214	35.6	24.4	41.2	40.4
WBGene00234215	6.8	6.0	4.2	8.7
WBGene00234216	157.5	106.0	134.3	183.2
WBGene00234217	84.4	84.5	78.6	83.2
WBGene00234218	105.1	99.6	90.7	80.2
WBGene00234219	25.8	18.1	13.9	24.2
WBGene00234220	129.4	88.3	115.7	150.1
WBGene00234221	89.8	81.0	92.0	96.0
WBGene00234222	26.8	20.1	26.7	31.0
WBGene00234223	54.0	33.6	47.0	58.2
WBGene00234224	40.7	37.5	45.3	66.2
WBGene00234225	105.9	79.7	103.0	116.6
WBGene00234226	588.9	594.9	550.6	599.2
WBGene00234227	175.3	141.2	168.9	209.7
WBGene00234228	81.7	67.0	79.3	71.9
WBGene00234229	44.6	30.1	52.3	49.9
