# Gene expression in TPM - median across runs per condition for study SRP066611
# !Ivermectin 1 uM, 5 d: Low replicates (2)
	0h	48 h	5 d	Ivermectin 1 uM, 48 h	!Ivermectin 1 uM, 5 d	Ivermectin 300 nM, 48 h	Ivermectin 300 nM, 5 d
WBGene00223815	6.5	14.6	11.2	17.0	17.4	20.9	16.9
WBGene00223816	934.0	643.4	642.4	1036.7	805.2	712.9	667.2
WBGene00223817	32.6	39.5	30.9	35.4	21.7	27.7	28.2
WBGene00223818	12.9	15.7	25.5	16.7	13.9	27.9	11.8
WBGene00223819	2.8	3.1	2.1	3.1	0.0	1.2	1.8
WBGene00223821	21.1	28.0	23.0	28.6	30.3	28.7	32.1
WBGene00223822	82.8	61.8	53.0	61.2	50.1	63.1	51.6
WBGene00223823	56.1	59.0	38.4	40.3	26.1	37.9	51.1
WBGene00223824	2.7	50.8	22.9	45.0	7.8	18.5	0.0
WBGene00223825	4482.2	4714.3	4499.7	5376.3	5008.3	4717.0	4543.5
WBGene00223826	38.9	57.1	56.9	33.9	32.1	28.7	36.8
WBGene00223827	99.4	118.5	79.7	111.1	82.3	79.6	87.8
WBGene00223828	265.8	138.2	214.3	195.6	156.4	139.7	172.4
WBGene00223829	1.8	2.7	1.4	1.3	1.4	1.1	1.0
WBGene00223830	7.7	9.8	12.3	5.6	15.3	9.4	11.9
WBGene00223831	71.7	60.3	55.7	63.9	45.5	51.8	57.2
WBGene00223832	5.7	0.0	4.6	0.0	0.0	4.8	5.7
WBGene00223833	218.4	237.0	228.6	250.7	269.4	242.5	251.6
WBGene00223834	260.9	271.0	210.8	255.4	314.7	303.1	234.6
WBGene00223835	62.1	30.9	28.4	38.4	21.6	27.3	24.0
WBGene00223836	80.0	68.2	72.9	62.9	58.5	61.8	74.9
WBGene00223837	14.9	21.8	12.9	11.8	6.3	4.1	15.5
WBGene00223838	23.7	12.5	15.4	11.1	3.6	4.4	16.8
WBGene00223839	4.4	4.7	6.2	6.7	5.7	6.2	2.6
WBGene00223840	29.4	35.3	31.6	20.1	19.0	15.3	31.9
WBGene00223841	207.9	277.3	266.6	311.0	243.3	330.9	211.6
WBGene00223842	123.0	194.1	185.7	181.2	190.9	233.2	159.5
WBGene00223843	40.0	45.0	37.0	37.6	31.4	26.4	36.4
WBGene00223844	78.1	73.8	60.8	73.3	33.4	58.0	74.4
WBGene00223845	18.1	17.9	18.7	23.8	9.5	8.8	19.3
WBGene00223846	3.6	19.7	20.6	11.1	9.4	22.3	18.9
WBGene00223847	62.5	66.7	56.1	65.7	49.1	78.3	71.3
WBGene00223848	24.1	22.4	13.8	14.3	16.1	15.3	21.6
WBGene00223849	10.4	11.7	8.5	5.8	2.3	2.2	6.6
WBGene00223850	41.4	59.5	51.1	52.2	55.8	55.0	41.3
WBGene00223851	626.6	750.3	663.4	710.2	694.9	774.2	721.2
WBGene00223852	40.0	45.0	45.2	23.8	30.7	19.3	43.5
WBGene00223853	147.8	107.9	118.9	100.1	92.4	158.5	103.2
WBGene00223854	72.8	63.4	64.5	58.5	50.7	44.5	69.5
WBGene00223855	6.1	7.7	5.9	10.2	4.7	6.3	7.7
WBGene00223856	45.7	35.0	32.8	31.2	30.9	33.0	17.6
WBGene00223857	47.7	35.5	31.1	29.5	22.0	21.0	31.6
WBGene00223858	143.2	123.5	118.9	127.1	129.8	84.8	145.5
WBGene00223859	92.8	101.5	83.1	113.8	71.8	103.6	69.0
WBGene00223860	0.8	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00223861	3.4	2.5	4.2	3.9	4.2	5.9	0.0
WBGene00223862	21.8	24.0	17.1	23.9	9.2	3.7	14.5
WBGene00223863	7.1	23.9	30.6	8.0	2.5	9.6	12.5
WBGene00223865	122.8	145.9	114.0	134.3	78.0	113.0	91.2
WBGene00223866	0.3	0.6	0.3	0.7	0.3	0.0	0.6
WBGene00223867	53.7	83.9	53.2	46.5	41.2	71.5	16.5
WBGene00223868	159.2	164.5	170.7	170.8	164.9	159.3	151.1
WBGene00223869	12.7	10.4	3.1	5.8	6.3	15.3	12.0
WBGene00223870	3.5	0.0	3.3	2.0	3.2	0.0	6.3
WBGene00223871	12.3	2.0	3.5	0.0	0.8	0.0	1.9
WBGene00223872	2856.1	2852.9	2612.2	2593.1	3012.8	2790.6	2760.3
WBGene00223873	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00223874	6.6	6.8	5.2	3.8	6.4	5.1	5.0
WBGene00223875	38.1	38.2	37.7	48.8	29.9	37.1	44.3
WBGene00223876	156.8	124.7	154.5	151.5	116.2	119.2	120.3
WBGene00223877	73.3	69.0	63.2	81.3	42.4	45.3	53.7
WBGene00223878	66.4	62.4	47.2	63.7	31.6	51.7	22.2
WBGene00223879	7.7	8.3	4.6	5.2	1.6	7.7	4.5
WBGene00223880	13.2	13.0	10.3	8.6	12.2	8.0	14.4
WBGene00223881	496.7	441.6	460.1	508.9	487.8	420.2	381.9
WBGene00223882	36.1	29.6	29.4	27.3	20.1	28.6	27.4
WBGene00223883	45.2	28.9	23.4	22.8	22.8	18.3	18.9
WBGene00223884	54.0	57.6	49.6	25.6	29.5	41.6	57.2
WBGene00223885	1.2	0.0	0.7	2.5	0.0	0.0	0.0
WBGene00223886	76.5	78.0	59.4	71.5	76.8	67.2	72.5
WBGene00223887	38.8	45.9	21.1	34.1	27.0	54.5	46.4
WBGene00223888	59.2	71.3	63.0	43.8	59.4	56.3	55.2
WBGene00223889	6.9	6.8	5.8	6.3	3.9	5.1	5.5
WBGene00223890	45.5	48.3	40.6	40.4	31.2	33.4	42.7
WBGene00223891	226.3	231.8	169.8	209.9	193.7	168.5	209.7
WBGene00223893	32.8	81.9	71.1	87.7	93.1	65.1	115.3
WBGene00223894	31.4	46.1	36.5	38.3	20.8	23.8	35.7
WBGene00223895	28.1	11.8	8.1	11.9	6.9	9.6	16.1
WBGene00223896	5.1	24.1	23.8	12.8	27.3	20.6	24.7
WBGene00223897	10.2	5.2	2.3	3.9	2.5	9.6	3.1
WBGene00223898	56.8	40.5	32.8	16.5	16.8	26.5	21.4
WBGene00223899	106.7	74.9	62.2	63.5	43.1	54.9	71.1
WBGene00223900	131.6	120.3	103.7	148.7	99.1	100.5	73.6
WBGene00223901	0.0	2.0	1.3	0.0	2.4	0.0	4.1
WBGene00223902	40.8	45.0	39.0	35.1	26.7	27.5	36.2
WBGene00223903	70.8	54.1	42.5	50.5	29.9	41.8	35.4
WBGene00223904	80.3	66.5	41.6	47.7	36.3	49.5	49.6
WBGene00223906	25.1	30.9	27.0	9.7	23.6	14.8	34.6
WBGene00223907	1.0	2.7	0.5	1.2	0.4	1.3	0.0
WBGene00223909	16.0	20.9	15.8	36.3	29.6	31.6	33.7
WBGene00223910	282.0	122.8	60.5	57.2	23.9	71.4	28.1
WBGene00223911	0.0	0.0	0.0	0.0	9.1	5.6	7.3
WBGene00223912	55.5	70.2	65.7	42.4	37.6	61.5	45.6
WBGene00223913	76.2	81.9	79.8	48.1	56.7	54.3	55.9
WBGene00223914	74.1	62.1	61.9	61.9	39.3	74.6	34.0
WBGene00223915	28.7	36.2	16.6	17.9	33.4	31.1	15.7
WBGene00223916	21.7	24.8	18.5	11.3	21.3	23.5	11.6
WBGene00223917	20.4	26.3	20.8	21.2	8.4	19.4	15.9
WBGene00223918	32.8	15.3	20.3	16.1	32.3	21.3	17.2
WBGene00223919	217.7	114.2	104.3	149.3	93.3	126.1	100.0
WBGene00223920	38.3	45.9	55.5	39.9	31.8	37.3	37.7
WBGene00223921	20.4	20.3	15.0	21.2	9.7	15.6	15.9
WBGene00223922	31.5	21.1	19.3	17.3	20.3	21.2	19.8
WBGene00223923	32.4	27.6	18.2	30.6	14.6	13.6	33.0
WBGene00223925	32.3	32.8	32.2	16.1	24.0	37.2	35.3
WBGene00223926	17.7	21.0	20.3	17.7	12.2	9.0	16.3
WBGene00223927	15.8	13.7	10.3	12.9	10.8	10.6	12.2
WBGene00223928	14.3	14.2	13.3	12.2	5.3	6.7	11.5
WBGene00223929	106.0	94.6	79.3	80.4	72.0	93.4	78.9
WBGene00223930	36.6	26.7	21.6	23.3	13.5	17.7	18.3
WBGene00223931	52.0	53.5	48.8	49.8	38.1	47.2	38.9
WBGene00223932	887.7	1042.9	1213.2	1029.2	1532.6	1298.1	1363.7
WBGene00223933	107.2	112.4	103.6	108.2	113.5	108.7	90.5
WBGene00223934	619.7	605.4	757.4	771.5	937.8	968.3	768.6
WBGene00223935	37.4	28.4	29.3	22.6	19.6	20.8	27.6
WBGene00223936	149.6	235.2	193.9	234.9	232.4	232.1	202.3
WBGene00223937	101.5	78.4	84.5	85.2	99.8	98.7	99.6
WBGene00223938	96.8	130.4	123.5	91.1	119.8	130.8	143.1
WBGene00223939	85.3	66.0	82.1	76.7	62.3	79.0	65.7
WBGene00223940	12.9	11.2	12.3	17.6	10.3	7.8	11.7
WBGene00223941	103.2	75.7	77.0	83.1	98.4	79.7	64.3
WBGene00223942	46.0	45.7	32.0	35.5	33.8	32.4	41.0
WBGene00223943	232.6	232.1	252.3	204.0	323.7	264.9	314.4
WBGene00223944	17.0	34.0	18.5	11.3	19.2	19.8	17.4
WBGene00223945	591.2	588.4	417.4	537.4	348.4	476.3	367.6
WBGene00223947	22.3	15.2	16.1	20.9	13.9	7.7	13.2
WBGene00223948	157.3	214.7	176.2	193.9	185.5	223.7	199.7
WBGene00223950	78.0	75.0	79.0	73.7	87.4	68.8	82.0
WBGene00223951	90.7	81.4	74.3	85.5	73.4	68.4	58.9
WBGene00223952	62.0	38.1	32.6	41.7	39.9	30.6	48.1
WBGene00223953	14.7	8.5	9.5	17.2	7.7	8.3	9.6
WBGene00223954	24.8	34.8	29.8	14.7	20.5	15.5	24.3
WBGene00223955	8.1	14.2	12.8	12.2	6.9	3.8	17.6
WBGene00223956	46.4	68.6	69.3	45.3	35.4	52.3	50.7
WBGene00223957	50.0	43.3	34.5	35.9	28.9	41.7	29.0
WBGene00223958	7.6	7.9	5.6	5.8	9.7	4.7	10.2
WBGene00223959	2.8	4.9	2.7	0.0	1.5	2.4	0.0
WBGene00223960	411.8	446.5	456.1	444.7	584.1	499.5	574.5
WBGene00223961	33.6	26.3	21.0	28.4	18.2	24.2	22.3
WBGene00223962	209.2	255.1	229.2	221.0	207.2	212.5	253.6
WBGene00223963	37.2	36.6	43.3	36.9	33.2	31.2	37.5
WBGene00223964	8.6	24.9	26.5	14.3	27.9	30.2	22.5
WBGene00223965	77.2	59.4	43.4	46.4	69.8	57.7	49.1
WBGene00223966	25.1	20.8	16.3	18.3	6.4	9.3	17.8
WBGene00223967	81.8	142.7	131.1	120.0	120.9	122.3	179.6
WBGene00223968	68.9	99.1	117.7	68.6	174.9	130.9	128.9
WBGene00223969	11.3	13.0	9.3	7.2	5.7	3.9	7.3
WBGene00223970	91.6	101.8	90.9	127.3	88.2	98.8	87.6
WBGene00223971	55.0	59.6	44.6	47.9	55.3	57.9	60.3
WBGene00223972	32.0	33.1	27.2	15.8	21.4	29.4	28.9
WBGene00223973	43.9	51.2	56.8	41.7	50.5	51.9	56.0
WBGene00223974	33.8	33.0	27.1	25.0	18.6	22.2	31.4
WBGene00223975	1.1	3.5	3.3	3.2	2.6	1.3	4.2
WBGene00223976	65.8	27.7	29.9	21.3	14.2	10.8	34.6
WBGene00223977	3.0	3.0	4.1	3.3	1.0	1.5	3.8
WBGene00223980	128.3	108.9	127.1	96.1	114.2	95.8	115.0
WBGene00223981	237.4	233.2	218.4	219.9	192.0	209.9	180.2
WBGene00223982	5.7	4.4	5.4	4.3	2.1	2.6	1.6
WBGene00223983	94.3	114.4	115.1	96.8	102.8	107.7	99.9
WBGene00223984	77.5	71.9	65.4	62.3	65.3	47.2	65.5
WBGene00223985	462.6	718.5	827.3	618.3	1048.8	757.6	1031.9
WBGene00223986	12.1	11.4	7.8	8.7	7.5	4.5	7.9
WBGene00223987	9.2	12.1	7.2	15.8	10.4	19.9	3.8
WBGene00223988	2.6	7.0	6.0	10.7	15.9	9.5	10.9
WBGene00223989	889.3	1118.4	904.6	1114.7	973.0	1092.7	854.0
WBGene00223990	22.0	13.8	10.2	13.7	7.0	8.8	12.6
WBGene00223991	51.5	44.2	63.1	48.4	57.3	38.5	49.2
WBGene00223993	2.2	4.9	0.6	2.6	5.3	3.9	7.7
WBGene00223994	19.9	18.5	13.1	26.9	15.5	17.6	19.3
WBGene00223995	3.7	11.3	14.3	4.3	10.9	10.2	13.1
WBGene00223996	1.4	1.1	2.0	2.2	1.0	0.0	0.0
WBGene00223997	28.9	13.3	13.9	10.5	5.9	3.1	3.6
WBGene00223998	9.6	11.7	7.2	17.0	4.4	9.6	14.0
WBGene00223999	444.6	516.8	530.4	366.2	580.3	494.9	612.7
WBGene00224000	1.8	0.0	0.0	2.0	1.6	2.8	6.1
WBGene00224001	194.9	177.6	146.0	166.3	154.6	171.5	127.6
WBGene00224002	205.2	251.1	297.3	231.5	259.4	304.7	276.4
WBGene00224003	1.5	1.6	2.9	1.8	0.7	1.4	1.8
WBGene00224004	14.8	16.7	15.8	9.5	10.7	8.4	20.2
WBGene00224005	76.3	82.1	72.9	63.8	90.4	72.0	92.8
WBGene00224006	4.3	4.8	7.8	8.8	14.4	7.8	4.5
WBGene00224007	8.3	8.3	5.3	3.4	2.9	6.4	6.1
WBGene00224008	61.9	75.2	77.8	59.5	59.4	41.3	83.0
WBGene00224009	52.2	73.6	44.2	46.3	57.5	50.0	41.3
WBGene00224010	27.2	36.9	30.9	23.9	26.3	19.2	29.2
WBGene00224011	0.8	2.2	1.4	3.0	0.7	0.0	1.3
WBGene00224012	56.6	64.8	74.2	72.5	77.0	66.1	72.2
WBGene00224013	11.1	29.9	24.6	27.6	16.2	24.5	16.1
WBGene00224014	45.5	50.4	31.4	45.0	41.5	37.1	37.3
WBGene00224015	198.2	135.4	136.0	151.8	135.5	121.9	101.3
WBGene00224016	7.0	6.0	6.9	3.3	2.9	6.2	2.0
WBGene00224017	72.6	63.7	65.6	69.0	67.2	58.7	77.5
WBGene00224018	121.5	206.2	185.3	237.9	219.4	216.4	185.7
WBGene00224019	527.7	601.5	565.0	665.5	396.0	549.2	557.3
WBGene00224020	152.3	173.3	169.9	96.9	141.5	109.8	162.1
WBGene00224021	247.2	201.9	227.0	231.2	260.2	185.0	204.4
WBGene00224022	64.7	49.6	35.9	50.5	22.8	28.7	40.0
WBGene00224023	23.8	7.8	5.8	0.0	9.0	5.4	0.0
WBGene00224024	93.4	74.4	80.4	108.1	78.1	97.3	95.5
WBGene00224025	11.1	7.3	5.9	10.8	10.3	4.8	2.7
WBGene00224026	0.0	1.6	0.0	0.0	0.0	4.2	0.0
WBGene00224027	64.0	60.5	45.9	27.7	70.7	49.3	52.0
WBGene00224028	0.0	5.4	4.2	0.0	0.0	0.0	5.8
WBGene00224029	221.0	166.2	149.9	171.5	122.3	178.8	153.4
WBGene00224030	8.5	14.2	29.1	17.1	10.9	29.0	14.2
WBGene00224031	17.7	22.5	18.7	15.4	11.8	6.2	17.4
WBGene00224032	215.1	309.2	281.9	318.8	257.5	304.4	241.5
WBGene00224033	4.9	7.0	4.8	5.2	3.7	3.0	5.9
WBGene00224034	2.6	2.5	4.4	7.1	0.0	4.4	0.0
WBGene00224035	6.6	1.1	0.0	0.0	7.8	8.6	6.1
WBGene00224036	8.9	12.2	9.0	5.6	5.8	0.8	12.7
WBGene00224037	87.2	89.4	82.7	95.7	67.3	66.7	85.2
WBGene00224038	43.7	54.9	57.2	53.6	75.1	59.5	58.7
WBGene00224039	21.6	33.5	26.9	26.3	12.0	23.7	22.0
WBGene00224040	2.8	4.9	2.1	6.7	1.0	8.0	4.6
WBGene00224041	15.8	31.3	25.6	18.0	14.9	18.1	22.0
WBGene00224042	3153.2	2101.9	3041.6	2369.5	2715.2	1871.6	2521.6
WBGene00224043	37.7	48.6	34.0	38.7	32.9	45.8	35.2
WBGene00224044	780.7	836.1	921.7	945.7	904.7	894.5	815.4
WBGene00224045	53.8	75.4	72.7	81.5	54.4	59.1	57.6
WBGene00224046	36.6	30.5	27.6	22.4	34.1	28.2	24.4
WBGene00224047	98.2	122.9	98.1	75.8	74.5	110.5	98.5
WBGene00224048	5.0	8.4	3.5	2.2	3.7	3.4	3.9
WBGene00224049	3.9	5.1	4.2	5.8	3.9	0.6	6.1
WBGene00224050	84.0	62.1	42.7	40.6	39.1	55.6	50.2
WBGene00224052	236.2	254.4	251.0	368.1	317.5	257.6	308.6
WBGene00224053	128.0	145.4	142.8	94.2	162.1	182.1	171.5
WBGene00224054	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00224055	15.6	16.5	21.6	19.7	20.1	16.5	7.9
WBGene00224056	21.2	24.0	22.1	15.0	12.5	19.5	20.5
WBGene00224057	249.2	277.7	203.2	236.3	242.4	192.1	231.5
WBGene00224058	27.6	30.3	32.7	15.1	27.3	24.1	15.1
WBGene00224059	25.9	24.6	21.6	23.3	18.0	12.1	21.3
WBGene00224061	38.6	37.1	41.6	24.9	32.4	22.1	38.0
WBGene00224062	48.0	30.8	32.5	37.2	32.5	27.2	28.7
WBGene00224063	21.0	26.3	16.0	20.0	14.5	7.3	20.3
WBGene00224064	23.9	20.3	15.1	18.7	20.7	14.4	19.6
WBGene00224065	37.2	47.4	44.0	50.3	29.9	39.6	37.9
WBGene00224066	140.8	133.8	123.3	98.2	159.6	109.7	128.2
WBGene00224067	24.3	29.3	23.2	31.6	19.1	8.3	23.2
WBGene00224068	11.4	9.4	11.7	8.4	4.0	4.7	5.9
WBGene00224070	9.0	10.7	6.5	10.5	7.2	6.0	7.8
WBGene00224071	21.1	32.2	24.0	33.6	18.1	17.2	27.2
WBGene00224072	100.1	127.6	117.5	93.3	94.2	124.4	105.2
WBGene00224073	0.0	2.3	2.3	0.8	0.0	2.4	0.0
WBGene00224074	82.3	52.8	37.6	40.6	39.9	30.3	49.4
WBGene00224075	5.3	3.5	3.8	10.3	9.6	3.0	3.5
WBGene00224078	8.8	16.6	10.9	5.6	11.6	2.4	15.3
WBGene00224079	169.9	202.9	151.7	187.2	185.5	172.4	211.3
WBGene00224080	47.9	52.7	37.0	49.6	33.8	29.2	39.1
WBGene00224081	33.0	28.2	25.0	31.1	20.4	18.2	21.4
WBGene00224082	11.0	8.2	4.8	6.6	6.4	5.3	2.5
WBGene00224083	3.2	8.8	3.8	5.9	1.8	6.5	3.6
WBGene00224084	21.5	32.4	30.2	34.9	29.6	30.1	24.6
WBGene00224085	45.8	46.0	49.4	51.7	27.9	23.2	49.8
WBGene00224088	2.0	2.8	0.8	2.8	1.4	0.0	2.4
WBGene00224089	0.0	0.0	0.0	0.0	0.0	2.2	0.0
WBGene00224090	1.9	4.8	2.0	6.9	3.3	1.1	4.9
WBGene00224091	6.3	12.1	11.4	8.0	7.4	8.6	3.6
WBGene00224092	90.8	94.0	89.0	116.8	116.1	79.8	62.9
WBGene00224093	104.2	48.4	52.0	84.2	71.9	71.7	66.2
WBGene00224094	0.6	1.1	0.9	2.2	0.5	0.0	0.0
WBGene00224095	33.5	24.9	12.1	20.9	16.5	21.3	14.6
WBGene00224096	50.1	65.6	44.6	52.3	41.8	60.1	47.0
WBGene00224097	46.0	43.3	47.5	56.2	36.7	21.0	34.6
WBGene00224098	56.7	60.9	60.2	61.9	48.2	56.0	52.7
WBGene00224099	6.9	8.2	5.4	4.1	3.7	5.4	4.0
WBGene00224100	11.5	6.9	8.8	9.5	3.0	2.8	8.3
WBGene00224101	54.5	57.6	52.2	51.3	45.7	48.8	44.8
WBGene00224102	43.8	53.1	33.8	54.0	30.3	23.4	29.8
WBGene00224103	237.1	255.0	321.7	194.5	330.1	248.9	312.9
WBGene00224104	133.0	210.7	159.4	212.1	179.6	167.0	178.0
WBGene00224105	220.6	308.2	302.8	190.2	224.6	285.3	188.6
WBGene00224106	39.6	25.0	33.0	26.8	21.6	16.5	18.9
WBGene00224107	70.5	71.4	62.7	86.8	59.6	51.9	61.6
WBGene00224108	112.5	103.4	131.7	81.5	79.2	81.8	102.6
WBGene00224109	156.7	207.9	191.4	211.8	186.3	299.2	199.7
WBGene00224111	76.9	50.4	46.3	59.9	41.6	46.0	34.0
WBGene00224112	30.5	35.0	23.0	20.2	33.8	27.9	19.4
WBGene00224113	19.9	15.6	18.0	32.3	21.2	11.3	23.0
WBGene00224114	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00224115	62.9	62.8	62.2	45.7	36.3	48.9	41.9
WBGene00224116	36.6	26.6	25.2	27.3	14.0	18.0	32.1
WBGene00224117	33.7	47.7	35.8	35.5	30.0	22.6	32.2
WBGene00224118	33.3	32.6	30.9	32.4	19.7	22.6	30.2
WBGene00224119	187.7	176.4	190.1	170.3	183.0	171.2	162.0
WBGene00224120	19.1	27.9	27.3	20.5	21.7	17.6	18.9
WBGene00224121	129.0	203.1	157.9	242.7	205.3	194.8	178.1
WBGene00224122	46.1	56.2	49.2	42.8	45.8	42.6	66.2
WBGene00224123	24.0	35.7	28.7	30.9	26.8	38.4	25.1
WBGene00224124	22.8	35.2	27.7	29.8	20.2	24.7	24.0
WBGene00224125	43.4	35.2	35.9	32.3	27.3	24.9	36.6
WBGene00224126	42.4	40.6	39.4	39.4	24.7	22.9	27.9
WBGene00224127	115.6	67.9	57.9	60.2	73.1	60.5	84.2
WBGene00224128	2.8	8.2	5.7	4.0	3.8	2.8	5.5
WBGene00224130	7.5	15.3	12.5	15.1	20.6	17.9	8.6
WBGene00224131	55.1	53.6	31.6	49.2	26.6	39.5	47.3
WBGene00224132	56.2	68.6	63.6	59.5	35.6	42.9	49.6
WBGene00224133	56.0	79.4	78.6	69.4	60.3	101.6	92.9
WBGene00224134	18.6	22.6	15.1	25.6	17.9	26.6	8.5
WBGene00224135	37.9	36.9	17.1	16.7	17.2	7.3	12.1
WBGene00224137	62.0	73.2	52.6	63.1	48.9	65.3	65.6
WBGene00224138	142.6	150.5	133.9	152.7	114.2	124.3	139.2
WBGene00224139	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00224141	8.3	18.8	11.9	14.5	9.5	20.6	15.2
WBGene00224142	85.0	183.9	184.1	213.9	165.9	136.2	161.4
WBGene00224143	9.2	20.5	9.4	16.8	7.2	21.9	14.3
WBGene00224144	47.5	78.7	65.2	72.5	57.9	55.9	64.0
WBGene00224145	1.6	2.7	2.0	1.7	1.7	1.1	0.0
WBGene00224146	50.1	75.5	60.2	54.5	38.9	31.8	63.0
WBGene00224147	106.7	133.9	105.9	112.8	77.4	107.6	118.2
WBGene00224148	42.1	56.0	38.3	44.7	52.6	24.9	41.0
WBGene00224149	11.3	12.4	12.2	5.2	2.0	14.7	9.3
WBGene00224150	61.6	60.7	48.2	51.8	37.5	41.5	48.9
WBGene00224151	150.2	143.4	114.8	104.4	129.2	134.1	122.4
WBGene00224152	87.0	56.2	45.8	26.1	67.5	48.3	54.8
WBGene00224153	70.8	106.4	103.8	65.4	77.3	116.1	94.6
WBGene00224154	264.2	252.4	261.2	251.1	239.9	249.5	234.7
WBGene00224155	139.4	147.7	163.6	153.7	150.1	190.1	139.9
WBGene00224156	2346.2	2637.3	2696.5	2877.6	2890.5	2885.4	2581.7
WBGene00224157	9.1	0.0	6.5	0.0	0.0	0.0	0.0
WBGene00224158	98.0	132.9	99.1	82.1	155.7	134.1	109.0
WBGene00224159	24.6	22.6	25.8	23.2	13.9	12.4	21.9
WBGene00224160	30.2	46.9	36.8	41.6	59.9	35.6	29.1
WBGene00224162	84.0	91.4	69.5	61.7	100.1	100.2	77.9
WBGene00224163	108.8	120.2	105.2	96.1	76.8	88.2	97.9
WBGene00224164	75.1	90.2	67.8	48.9	79.1	64.4	62.7
WBGene00224165	41.4	43.8	39.3	26.2	26.4	31.8	47.0
WBGene00224166	38.4	18.6	11.9	10.2	15.5	7.6	19.4
WBGene00224167	14.3	13.7	7.8	5.5	3.5	5.3	7.4
WBGene00224168	29.2	30.2	19.9	13.9	10.0	19.1	16.6
WBGene00224169	118.7	166.5	118.0	111.8	119.5	112.7	152.8
WBGene00224171	43.7	34.7	40.8	22.9	22.8	22.9	42.2
WBGene00224172	9.4	2.1	3.4	3.8	2.7	3.4	2.2
WBGene00224173	125.2	158.6	234.3	234.0	260.4	219.7	235.2
WBGene00224174	19.0	18.7	13.9	17.7	15.1	7.8	16.8
WBGene00224175	80.3	68.5	45.3	46.0	44.9	49.9	48.9
WBGene00224176	177.4	182.2	145.5	212.9	135.6	189.0	141.2
WBGene00224177	106.6	111.9	120.1	123.0	80.9	125.9	97.7
WBGene00224178	4.1	3.4	1.9	3.8	0.5	3.4	7.1
WBGene00224179	90.3	63.7	54.2	67.6	75.7	62.9	64.6
WBGene00224180	6.2	4.1	8.2	8.8	3.0	2.0	5.5
WBGene00224181	71.2	82.1	72.4	71.6	83.7	76.2	87.0
WBGene00224182	6.7	6.5	6.0	2.6	6.1	5.2	4.4
WBGene00224183	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00224185	78.5	106.8	94.2	111.1	105.5	101.3	88.7
WBGene00224186	300.9	267.2	385.2	316.1	543.1	307.0	350.8
WBGene00224187	20.1	18.3	27.3	17.5	11.7	15.6	13.5
WBGene00224189	402.6	356.9	334.0	222.9	328.1	313.9	258.8
WBGene00224190	57.9	59.5	43.5	50.2	39.7	50.1	49.4
WBGene00224191	1801.1	1551.8	1502.3	1668.3	1649.1	1661.0	1639.7
WBGene00224192	20.4	16.3	14.9	29.9	16.4	8.0	15.7
WBGene00224194	16.2	27.5	7.5	12.2	19.8	22.5	25.8
WBGene00224195	196.2	280.7	218.2	263.6	217.0	230.1	214.3
WBGene00224196	97.5	114.3	84.1	123.5	135.9	82.3	97.3
WBGene00224198	47.3	43.3	32.6	44.1	29.2	26.9	40.8
WBGene00224199	144.3	210.1	192.4	220.2	174.6	204.2	195.4
WBGene00224200	37.4	22.5	16.5	27.8	18.4	26.4	26.0
WBGene00224201	11.8	10.0	6.4	4.7	4.4	4.9	8.4
WBGene00224202	16.2	20.4	13.9	13.2	23.2	21.1	14.9
WBGene00224203	824.1	1141.8	615.6	1121.6	472.0	1240.9	547.5
WBGene00224204	40.7	67.5	66.3	50.1	61.9	72.0	54.1
WBGene00224205	60.9	67.9	62.6	45.3	72.3	96.2	59.3
WBGene00224206	27.5	30.9	30.1	24.1	23.7	19.4	21.3
WBGene00224207	124.9	176.7	182.2	151.6	158.0	205.0	168.8
WBGene00224208	302.0	242.9	260.6	275.2	308.5	284.4	234.6
WBGene00224209	70.5	100.9	99.8	110.2	88.1	105.8	92.0
WBGene00224210	8.7	14.1	9.2	5.6	8.1	2.5	5.7
WBGene00224211	3.5	12.1	8.0	4.5	2.2	10.7	5.1
WBGene00224212	5.3	0.0	5.0	4.7	5.0	4.8	4.9
WBGene00224213	927.4	936.5	824.3	871.4	778.7	940.4	778.4
WBGene00224214	40.9	47.1	38.0	39.9	47.6	38.6	35.9
WBGene00224215	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00224216	123.3	79.2	72.4	87.9	64.1	71.6	70.5
WBGene00224217	256.0	332.2	348.4	328.7	317.5	313.8	347.0
WBGene00224218	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00224219	61.3	41.8	42.4	55.1	33.5	17.7	42.0
WBGene00224220	128.8	255.7	296.3	186.3	331.4	215.3	415.9
WBGene00224221	18.3	20.1	16.1	18.0	13.2	12.2	15.2
WBGene00224222	324.7	346.1	375.1	420.8	317.9	355.6	352.1
WBGene00224223	362.3	353.8	355.4	380.6	331.5	371.0	341.3
WBGene00224224	45.6	60.1	60.0	55.4	39.3	70.4	52.4
WBGene00224225	97.1	110.0	77.9	70.1	78.5	88.7	104.5
